Time (s),p_chol_LE Tokens
9.536,2650528958.423177
9.538,2649047355.0716896
9.540000000000001,2649286069.8718295
9.542,2650403226.65208
9.544,2649360640.8517427
9.546,2650912447.466912
9.548,2649379712.1253057
9.55,2650914725.3656235
9.552,2649059903.760503
9.554,2648961131.2585926
9.556000000000001,2650367320.95097
9.558,2649037626.6418276
9.56,2650377958.2431345
9.562,2649039128.360077
9.564,2650872709.9812126
9.566,2649376287.6162534
9.568,2648982118.0894327
9.57,2648954391.517098
9.572000000000001,2648954077.2746367
9.574,2650368913.2045827
9.576,2649038513.5010586
9.578,2650877299.722716
9.58,2649379323.9746194
9.582,2650914343.1868424
9.584,2649380189.078658
9.586,2650914450.05798
9.588000000000001,2650523929.272881
9.59,2649363329.921289
9.592,2648982294.9187274
9.594,2650868114.969773
9.596,2650521292.604212
9.598,2650502304.8025413
9.6,2650499750.033591
9.602,2649045791.8622446
9.604000000000001,2649285852.158325
9.606,2650905965.7992406
9.608,2651061325.5423517
9.61,2649068602.9685535
9.612,2650883632.932374
9.614,2651060384.1431456
9.616,2651073575.0288334
9.618,2649386515.2569985
9.620000000000001,2650415034.124529
9.622,2651021234.445336
9.624,2650530563.776872
9.626,2650504162.431986
9.628,2649364635.4707284
9.63,2650912940.5324044
9.632,2651059980.13774
9.634,2649064641.54359
9.636000000000001,2650876098.7602363
9.638,2651050887.593974
9.64,2649378972.0279975
9.642,2650407605.0532575
9.644,2649356098.336246
9.646,2650910210.473852
9.648,2649376295.1145077
9.65,2650912191.319398
9.652000000000001,2650521213.9318495
9.654,2649044694.333772
9.656,2648960564.290059
9.658,2650867995.958967
9.66,2649378775.6161003
9.662,2650411974.2684903
9.664,2650493745.6573586
9.666,2649361513.17069
9.668000000000001,2650911757.174068
9.67,2651057036.427185
9.672,2649381024.4835215
9.674,2650409768.463595
9.676,2650493491.2932854
9.678,2651023075.7518535
9.68,2651066151.9159455
9.682,2649383462.630453
9.684000000000001,2650914574.3579307
9.686,2650521098.8196034
9.688,2649362888.925203
9.69,2649303309.484818
9.692,2648977969.0301824
9.694,2650869713.8675737
9.696,2651056086.738732
9.698,2649384827.6016154
9.700000000000001,2649303730.507664
9.702,2648975931.8347726
9.704,2650370366.5995603
9.706,2650488984.2444463
9.708,2649041551.4218545
9.71,2650875308.7382936
9.712,2650521723.416306
9.714,2649045394.7592854
9.716000000000001,2649284774.3863106
9.718,2650902138.5833125
9.72,2650522338.146501
9.722,2650499160.372662
9.724,2649043056.2803087
9.726,2650375738.8531895
9.728,2649037836.053054
9.73,2650376212.8899374
9.732,2649354941.7803345
9.734,2650908158.870052
9.736,2651055422.183794
9.738,2649060619.853137
9.74,2649280743.743466
9.742,2648973961.9750576
9.744,2650366698.626166
9.746,2649353822.2304792
9.748,2650907486.5327997
9.75,2649374999.173866
9.752,2648980677.1018114
9.754,2650863566.915635
9.756,2651049640.256544
9.758000000000001,2650524772.5901136
9.76,2649039832.709696
9.762,2649278978.0022836
9.764,2648973952.8185544
9.766,2649277128.303367
9.768,2650903607.400806
9.77,2650523956.322622
9.772,2650503920.496925
9.774000000000001,2651025716.4598064
9.776,2650529382.0291033
9.778,2649365746.7711678
9.78,2649305333.237302
9.782,2650908656.1918173
9.784,2651060100.712557
9.786,2651068378.1473713
9.788,2651068690.443779
9.790000000000001,2649063379.0143666
9.792,2648958926.0575247
9.794,2650367296.571071
9.796,2651010951.555595
9.798,2649060324.2759967
9.8,2649279162.028361
9.802,2649292086.585753
9.804,2648973204.542293
9.806000000000001,2650366340.715665
9.808,2651009979.564316
9.81,2650524735.2523446
9.812,2651021287.795489
9.814,2650522923.935459
9.816,2649039271.947148
9.818,2648954900.798475
9.82,2650367145.7982497
9.822000000000001,2649036151.699804
9.824,2650872403.939565
9.826,2650516277.9900236
9.828,2649359652.2740636
9.83,2650907582.531825
9.832,2650515972.778761
9.834,2649037876.0610905
9.836,2650373728.9779134
9.838000000000001,2650485504.7937284
9.84,2649357132.802368
9.842,2648977195.748263
9.844,2649275367.478048
9.846,2650399202.7519836
9.848,2649038133.664921
9.85,2649282250.743885
9.852,2650402603.7215533
9.854000000000001,2650492997.023006
9.856,2649045690.8900247
9.858,2648962636.023802
9.86,2650868751.754439
9.862,2649380890.7328815
9.864,2650916088.650244
9.866,2650525750.3296413
9.868,2651029084.7129436
9.870000000000001,2649066654.55868
9.872,2650383626.936065
9.874,2649042233.88356
9.876,2648965636.90533
9.878,2648961034.309016
9.88,2650376346.8882914
9.882,2650497933.0940795
9.884,2650504367.1952233
9.886000000000001,2649369117.5919952
9.888,2649310515.323011
9.89,2648986062.466297
9.892,2648964645.7198715
9.894,2650875184.515667
9.896,2650531534.697419
9.898,2649057072.4357014
9.9,2649296264.255166
9.902000000000001,2650415794.789047
9.904,2650508011.3985167
9.906,2650515679.0734153
9.908,2649380081.8807054
9.91,2650427175.580317
9.912,2651035807.217182
9.914,2649401709.904963
9.916,2650931785.9805474
9.918000000000001,2649078563.914686
9.92,2648980239.5152106
9.922,2648974453.730869
9.924,2650387656.868662
9.926,2649376824.356312
9.928,2649321651.8502154
9.93,2650925252.617878
9.932,2650542733.0143023
9.934000000000001,2651047879.0688605
9.936,2651087225.3081155
9.938,2649084099.4361644
9.94,2649301420.342443
9.942,2648993492.838932
9.944,2649296554.593114
9.946,2648995811.24421
9.948,2650884113.993669
9.950000000000001,2649394494.4238653
9.952,2648999968.84056
9.954,2650884353.6176305
9.956,2649074138.7098002
9.958,2650396112.21766
9.96,2651030019.9687924
9.962,2650541486.561089
9.964,2649059645.9188952
9.966000000000001,2650393348.158039
9.968,2649055157.0629573
9.97,2648975461.57572
9.972,2648969451.607661
9.974,2650385814.467683
9.976,2649056835.179105
9.978,2649302393.4209156
9.98,2650419665.564799
9.982000000000001,2650511943.6947
9.984,2650519538.790309
9.986,2649064453.815883
9.988,2649304235.2280555
9.99,2649321722.47977
9.992,2650929815.706049
9.994,2650545311.465509
9.996,2651048138.8701453
9.998,2651086876.182783
10.0,2649403520.2541947
10.002,2650931558.2859364
10.004,2651076234.597301
10.006,2649081668.998547
10.008000000000001,2648977542.206605
10.01,2648969743.9093533
10.012,2649292306.314417
10.014,2649312933.3564854
10.016,2650417387.170131
10.018,2649053652.379202
10.02,2650394043.359757
10.022,2650507175.7197785
10.024000000000001,2650515240.5780344
10.026,2649060782.9533143
10.028,2650392976.681643
10.03,2651029954.7316933
10.032,2651081047.2159066
10.034,2651084753.0184584
10.036,2649397078.0936623
10.038,2648994430.8632574
10.040000000000001,2648967598.2275324
10.042,2650379133.412714
10.044,2649048087.4752483
10.046,2648970280.6330023
10.048,2650383223.018947
10.05,2649369598.9053955
10.052,2650421084.229013
10.054,2651030358.3742123
10.056000000000001,2651078781.501979
10.058,2650540098.218524
10.06,2649056574.6587815
10.062,2649292577.353124
10.064,2650410191.310173
10.066,2651023818.724447
10.068,2650533270.8897085
10.07,2650504831.039336
10.072000000000001,2649365092.9501348
10.074,2649303832.9191093
10.076,2650907468.5812335
10.078,2649060678.342982
10.08,2649285152.7718096
10.082,2649298966.3489704
10.084,2650907095.537591
10.086,2649061062.398186
10.088000000000001,2650880137.9018335
10.09,2649380887.0706334
10.092,2649304882.097648
10.094,2650405011.8601775
10.096,2651017037.2764645
10.098,2649383619.0620737
10.1,2648982950.6418686
10.102,2648956417.7280807
10.104000000000001,2649276921.996086
10.106,2650902630.375385
10.108,2650522388.691373
10.11,2650500857.245197
10.112,2650500579.0169225
10.114,2650501286.05546
10.116,2649365547.3309975
10.118,2649306491.99281
10.120000000000001,2649303828.9054117
10.122,2650405716.722166
10.124,2649043307.034545
10.126,2650879841.0170393
10.128,2650523677.2458467
10.13,2649048845.0034924
10.132,2650878818.4278483
10.134,2650524510.501379
10.136000000000001,2650505467.188105
10.138,2649368017.2879686
10.14,2650916871.3365455
10.142,2650527523.080465
10.144,2650506633.153411
10.146,2649369412.4989853
10.148,2649310542.5159874
10.15,2650911515.5046725
10.152000000000001,2649384794.242715
10.154,2649308414.434418
10.156,2648983156.303389
10.158,2648961245.8488803
10.16,2650377751.8557158
10.162,2651021595.4118023
10.164,2651073177.929202
10.166,2651073896.3432226
10.168000000000001,2649388085.0565453
10.17,2649308505.5378485
10.172,2650407101.221427
10.174,2649360560.119871
10.176,2650914767.5813065
10.178,2651061887.526024
10.18,2649385706.554444
10.182,2648983467.785405
10.184000000000001,2650870529.195703
10.186,2650521736.412135
10.188,2649363597.8297763
10.19,2650409597.2230306
10.192,2651017854.724265
10.194,2649383487.5356593
10.196,2649305658.2315254
10.198,2650407250.8042283
10.200000000000001,2649362830.5817757
10.202,2649308623.073433
10.204,2650910661.653199
10.206,2650528512.864545
10.208,2649051189.142806
10.21,2650385058.4764156
10.212,2649365304.874353
10.214,2649311364.619087
10.216000000000001,2649309602.1402287
10.218,2650414281.322697
10.22,2649368245.590371
10.222,2648991661.5112586
10.224,2650383006.054104
10.226,2651024680.6150723
10.228,2651077603.5470886
10.23,2649074724.7045293
10.232000000000001,2649292670.1140156
10.234,2648984147.920366
10.236,2650376900.5904665
10.238,2651016873.94794
10.24,2651069355.7569203
10.242,2650530746.0804086
10.244,2649046769.7137485
10.246,2648962349.0433154
10.248,2650870147.617608
10.25,2650523643.5698605
10.252,2649050021.75529
10.254,2650882638.9070306
10.256,2649065369.28607
10.258000000000001,2650387120.2680893
10.26,2651022454.306026
10.262,2650533740.4206405
10.264,2649370554.009689
10.266,2648987551.9678173
10.268,2650872562.8204274
10.27,2649380927.961116
10.272,2650913916.8692784
10.274000000000001,2650523579.7931705
10.276,2649045544.895182
10.278,2650876066.451641
10.28,2649058397.127641
10.282,2649284548.752927
10.284,2648977853.1090155
10.286,2650370563.6522665
10.288,2649038007.067301
10.290000000000001,2648959997.7118726
10.292,2649280068.8376603
10.294,2649302334.3380904
10.296,2650405754.600366
10.298,2649360086.2607894
10.3,2650411084.790567
10.302,2649043249.7147117
10.304,2650383432.717542
10.306000000000001,2649045228.1931043
10.308,2648965732.4247174
10.31,2648961430.2920756
10.312,2648960879.55522
10.314,2650870481.5352397
10.316,2651058242.217798
10.318,2649067182.350078
10.32,2650381087.5001597
10.322000000000001,2649040024.6657395
10.324,2650878216.4344063
10.326,2649381423.0215816
10.328,2650414953.0520267
10.33,2649044035.5973425
10.332,2649284966.573195
10.334,2649301813.3505063
10.336,2649301468.0930815
10.338000000000001,2649303305.3650284
10.34,2650908470.6105137
10.342,2651060336.0465136
10.344,2649384609.9860516
10.346,2648983985.8446198
10.348,2650373382.6614857
10.35,2651016522.1721497
10.352,2649067353.249867
10.354000000000001,2649287053.945599
10.356,2650405930.0218296
10.358,2650497852.4296246
10.36,2650504193.2363815
10.362,2650503425.3968487
10.364,2651028187.709604
10.366,2649068227.7302456
10.368,2650883748.7278376
10.370000000000001,2650525058.019459
10.372,2649368720.3201895
10.374,2649309856.2221932
10.376,2650407925.606781
10.378,2650495506.6394687
10.38,2650501857.9861197
10.382,2651028948.8657565
10.384,2651068213.423066
10.386000000000001,2649064839.9338965
10.388,2648962115.800989
10.39,2648954325.2439737
10.392,2650368164.621665
10.394,2651014193.984495
10.396,2651064278.9708915
10.398,2651066195.445692
10.4,2649059834.51335
10.402000000000001,2649279547.4431973
10.404,2650399190.6562366
10.406,2649036813.232391
10.408,2650871914.7510843
10.41,2649374951.83187
10.412,2650409787.284244
10.414,2649359113.180521
10.416,2648982351.995189
10.418000000000001,2649281546.149543
10.42,2649302352.668519
10.422,2648981232.612324
10.424,2649283032.38476
10.426,2649300903.8682117
10.428,2649303179.802203
10.43,2650409495.6473355
10.432,2649046475.7814126
10.434000000000001,2650883296.6937017
10.436,2649384883.2042193
10.438,2649311690.0894237
10.44,2648986054.3094044
10.442,2649286123.6570725
10.444,2650408883.59035
10.446,2651022829.0546503
10.448,2649069355.5040364
10.450000000000001,2650885385.828253
10.452,2649065913.605581
10.454,2650387589.841057
10.456,2649049018.1416287
10.458,2648972272.1507916
10.46,2650382383.254477
10.462,2649371066.2948375
10.464,2650424670.6116705
10.466000000000001,2649056349.0438385
10.468,2649300120.9801154
10.47,2649314730.8826013
10.472,2650921088.411124
10.474,2651073109.0873604
10.476,2650542540.0686307
10.478,2651040952.010564
10.48,2651079721.1880007
10.482000000000001,2649394785.504753
10.484,2648993086.156838
10.486,2649289720.1273623
10.488,2649310392.890832
10.49,2650918515.9786134
10.492,2649392445.647633
10.494,2650928330.5383644
10.496,2651071493.629028
10.498,2649076810.399371
10.5,2649297239.928859
10.502,2650415520.436679
10.504,2649370823.158743
10.506,2650925299.605645
10.508000000000001,2649073540.0391464
10.51,2650888054.022546
10.512,2649389173.0475774
10.514,2648993125.453837
10.516,2648966888.3082714
10.518,2648964395.113153
10.52,2650382330.549728
10.522,2650506260.3871408
10.524000000000001,2650512612.3443484
10.526,2649375647.2971864
10.528,2649317243.722994
10.53,2649313914.8957567
10.532,2648992599.2990065
10.534,2649294406.4514627
10.536,2650917840.593843
10.538,2649393864.379976
10.540000000000001,2648998543.2333956
10.542,2650883674.003776
10.544,2651071325.6947765
10.546,2649079958.2944965
10.548,2650392927.457723
10.55,2649368956.977684
10.552,2648991825.401854
10.554,2650384384.4485846
10.556000000000001,2649051055.4068327
10.558,2649297144.8832126
10.56,2648992422.3629456
10.562,2649296339.4435406
10.564,2650920422.283508
10.566,2649077826.096024
10.568,2650399958.3451166
10.57,2649058957.020207
10.572000000000001,2648980832.131883
10.574,2648974408.2087226
10.576,2650887999.4561105
10.578,2650541777.4314365
10.58,2649065777.9754953
10.582,2649305666.8063517
10.584,2650927728.6963882
10.586,2649083327.747746
10.588000000000001,2649307564.183893
10.59,2650426305.6460285
10.592,2649382101.70447
10.594,2649325182.167992
10.596,2650928918.9671044
10.598,2650546272.091589
10.6,2651051216.8556533
10.602,2649407501.3752956
10.604000000000001,2649329742.678996
10.606,2650932001.8437343
10.608,2651081554.9044924
10.61,2649087349.957644
10.612,2650402662.661872
10.614,2650515744.952444
10.616,2651049334.419825
10.618,2651090844.2485085
10.620000000000001,2651093612.892902
10.622,2649405566.422096
10.624,2650934481.346426
10.626,2649399185.0347347
10.628,2650934712.915079
10.63,2650543870.716335
10.632,2649067640.759114
10.634,2649307434.1342177
10.636000000000001,2650927301.226347
10.638,2649401437.6454415
10.64,2650935769.7596593
10.642,2649081678.4437017
10.644,2650402181.082139
10.646,2650512521.6372538
10.648,2651045985.6489973
10.65,2649405242.609954
10.652000000000001,2650432563.848831
10.654,2651038887.386556
10.656,2649084894.817865
10.658,2648981481.277422
10.66,2650884755.955703
10.662,2649394989.0794525
10.664,2649323012.839634
10.666,2648997674.905213
10.668000000000001,2650889381.2064476
10.67,2651076977.5254326
10.672,2649405638.857552
10.674,2649323930.232148
10.676,2648996549.8969297
10.678,2650390720.745051
10.68,2651034340.2160873
10.682,2650548916.1528544
10.684000000000001,2649385518.82472
10.686,2649326046.951284
10.688,2649002163.8105073
10.69,2649301413.339582
10.692,2649323094.630153
10.694,2650929412.4373565
10.696,2649085186.8936005
10.698,2649307985.479611
10.700000000000001,2650426781.8700776
10.702,2649064057.915896
10.704,2648984723.7613497
10.706,2650892802.3855658
10.708,2649085864.9831166
10.71,2650407913.350376
10.712,2650518109.91358
10.714,2650526281.9003053
10.716000000000001,2650527221.6540556
10.718,2650527514.6985116
10.72,2649391352.1860495
10.722,2649330059.158122
10.724,2650931263.1579413
10.726,2649404791.8597198
10.728,2649328134.2195554
10.73,2650429713.4254837
10.732000000000001,2651043258.8713913
10.734,2649409950.928585
10.736,2649008935.276089
10.738,2650893204.522428
10.74,2649084404.894595
10.742,2648986118.1399813
10.744,2649301140.389107
10.746,2649001115.1167774
10.748000000000001,2650894726.819812
10.75,2650548282.0531507
10.752,2651055249.0488286
10.754,2650557194.3651605
10.756,2650530322.439799
10.758000000000001,2651055331.9937396
10.76,2649093869.2864647
10.762,2649314753.894512
10.764,2650935812.2331996
10.766,2649411459.6250844
10.768,2649335104.9023123
10.77,2649010776.657895
10.772,2648990324.1827807
10.774000000000001,2649311129.876946
10.776,2650438087.570773
10.778,2649396222.4236393
10.78,2650448884.5948553
10.782,2651057577.2494826
10.784,2649104987.0687943
10.786,2650423642.1527534
10.788,2649401768.9207706
10.790000000000001,2649347719.03369
10.792,2650445987.543805
10.794,2650535968.002682
10.796,2650540434.3469386
10.798,2650541565.0507374
10.8,2649405748.9493318
10.802,2650453037.1110945
10.804,2649084785.6471424
10.806000000000001,2649006879.4240723
10.808,2650910306.5368814
10.81,2649422437.504152
10.812,2649349790.404271
10.814,2650448840.41611
10.816,2649085295.733857
10.818,2650922261.801144
10.82,2650568812.2012725
10.822000000000001,2649411900.189503
10.824,2649029164.666341
10.826,2650917056.602511
10.828,2649426718.209673
10.83,2650962247.2071753
10.832,2649109566.5372458
10.834,2650430031.7336535
10.836,2649089321.352194
10.838000000000001,2650925089.070654
10.84,2651104820.9549074
10.842,2649113074.490407
10.844,2649333542.417958
10.846,2650451477.108221
10.848,2650543269.623165
10.85,2649093783.401958
10.852,2650925703.3438153
10.854000000000001,2649426628.7167835
10.856,2650461379.8775306
10.858,2649408558.0642986
10.86,2650456761.996427
10.862,2650540409.5588717
10.864,2651070581.781939
10.866,2650575357.690676
10.868,2649411227.210388
10.870000000000001,2650958897.2866755
10.872,2651103920.6153846
10.874,2649427633.2369766
10.876,2650956947.679957
10.878,2649102888.6463747
10.88,2650919658.629374
10.882,2649100652.002051
10.884,2650422267.1932235
10.886000000000001,2649081223.0772076
10.888,2649003094.914852
10.89,2650413775.0438347
10.892,2651059300.148308
10.894,2649426927.46332
10.896,2649026434.3026114
10.898,2648999747.4921556
10.9,2648997555.718075
10.902000000000001,2649320146.6703477
10.904,2649020858.0339355
10.906,2650415251.976356
10.908,2649400415.925618
10.91,2649025430.9796934
10.912,2650911230.569813
10.914,2649420995.0563526
10.916,2649347734.127937
10.918000000000001,2649341430.2743435
10.92,2650445688.0413218
10.922,2650536212.5476484
10.924,2649406357.4944015
10.926,2649347994.977698
10.928,2649341939.404973
10.93,2650946186.9416776
10.932,2649418476.816563
10.934000000000001,2649344813.804826
10.936,2649020695.1373487
10.938,2649000352.1756005
10.94,2649321148.717326
10.942,2649340978.9424562
10.944,2650444766.7517915
10.946,2650535623.694037
10.948,2649086806.932691
10.950000000000001,2649326787.6777277
10.952,2650946806.832347
10.954,2651101977.807892
10.956,2651110367.503803
10.958,2649424803.1074247
10.96,2649342762.2504497
10.962,2650442742.39532
10.964,2651054910.827888
10.966000000000001,2649101547.296259
10.968,2650420358.841026
10.97,2649399085.7916493
10.972,2649023855.4162593
10.974,2650416751.597605
10.976,2651059754.844526
10.978,2649109902.4918833
10.98,2649331252.7777066
10.982000000000001,2650450054.0542746
10.984,2649405361.568319
10.986,2650957669.9980726
10.988,2649105719.6612034
10.99,2650427886.636405
10.992,2650540599.1263633
10.994,2649412220.309584
10.996,2649353592.885773
10.998000000000001,2650957231.7935777
11.0,2649431062.993326
11.002,2650463617.068034
11.004,2651068915.449875
11.006,2649434967.8205276
11.008000000000001,2650464974.2236276
11.01,2649413309.0971627
11.012,2649036095.009709
11.014,2650428775.2798986
11.016,2650546791.7345667
11.018,2649418649.415971
11.02,2649038792.4789424
11.022,2649014487.5476165
11.024000000000001,2650926552.5134387
11.026,2651116847.6398005
11.028,2649125494.2094827
11.03,2649345646.0327992
11.032,2649360038.9832935
11.034,2650965879.5906644
11.036,2650583655.5575604
11.038,2651087150.1912203
11.040000000000001,2651127658.8532505
11.042,2649442824.801872
11.044,2649041018.6545887
11.046,2650923443.8304543
11.048,2649432704.507854
11.05,2650465836.1543956
11.052,2650549381.493563
11.054,2649419125.95173
11.056000000000001,2649359951.1726856
11.058,2650461123.679531
11.06,2649096925.5996056
11.062,2650933663.8679647
11.064,2651114621.649459
11.066,2649124255.9782963
11.068,2650938795.4777923
11.07,2651115802.66684
11.072000000000001,2649123622.8169913
11.074,2650935858.0491805
11.076,2651114334.80366
11.078,2650585942.8225646
11.08,2649419176.0864596
11.082,2650462735.769852
11.084,2649411318.2004085
11.086,2650965678.171843
11.088000000000001,2649114576.6753254
11.09,2650434794.2338033
11.092,2649093682.401324
11.094,2649017019.356235
11.096,2649335894.802751
11.098,2650462246.0354013
11.1,2649420580.9197226
11.102,2649042497.4721627
11.104000000000001,2650435124.9816422
11.106,2649101829.539245
11.108,2650441972.6045685
11.11,2650557830.1854577
11.112,2650563551.1806464
11.114,2650565371.776253
11.116,2649109861.388538
11.118,2649350276.377306
11.120000000000001,2649367621.2127786
11.122,2650473098.84021
11.124,2649111065.5336237
11.126,2650948232.95061
11.128,2649451193.465064
11.13,2650485515.711316
11.132,2649116393.645302
11.134,2650453566.5626507
11.136000000000001,2650568420.176579
11.138,2649438570.398827
11.14,2650483281.4615192
11.142,2651091876.232306
11.144,2651140315.3497486
11.146,2649137351.7490487
11.148,2649032574.9952087
11.15,2649026179.4931498
11.152000000000001,2649350648.182511
11.154,2650976597.721268
11.156,2649453386.181044
11.158,2650984961.3148694
11.16,2649450158.2147465
11.162,2649053958.8212113
11.164,2650445262.0042267
11.166,2651084612.1693015
11.168000000000001,2651136052.541573
11.17,2649454023.7522287
11.172,2650479898.4200397
11.174,2649110394.618571
11.176,2650947141.1182227
11.178,2650594089.005757
11.18,2651100785.21135
11.182,2651141197.6682634
11.184000000000001,2650601816.5083776
11.186,2649435547.6846485
11.188,2649373829.3889236
11.19,2650474666.931699
11.192,2649110660.67397
11.194,2649031272.447448
11.196,2650939112.4969726
11.198,2650594776.323978
11.200000000000001,2649438501.9293356
11.202,2649378684.294123
11.204,2649373106.1995754
11.206,2649050367.296818
11.208,2649352082.454165
11.21,2649049523.4503407
11.212,2649350066.1632743
11.214,2650473995.89282
11.216000000000001,2649112844.49913
11.218,2650450235.435313
11.22,2651087315.331975
11.222,2649455737.8959846
11.224,2650484227.99009
11.226,2649432333.02502
11.228,2650483069.951628
11.23,2649115196.2558866
11.232000000000001,2650453779.0964146
11.234,2649434444.659164
11.236,2649057467.830042
11.238,2649355793.2096624
11.24,2649373819.8519745
11.242,2649053211.01399
11.244,2649355130.447814
11.246,2650476706.5855527
11.248000000000001,2649117040.583862
11.25,2649037550.4465756
11.252,2650945770.208929
11.254,2649457821.5914993
11.256,2650992778.6385646
11.258000000000001,2649138846.3711486
11.26,2650955959.1490126
11.262,2649136770.9475946
11.264,2649041246.4155498
11.266,2650448101.294635
11.268,2650568247.054274
11.27,2649440946.6030645
11.272,2649380177.6529884
11.274000000000001,2650481080.028972
11.276,2651092945.99398
11.278,2650604720.145883
11.28,2651104552.5565095
11.282,2650603340.4078264
11.284,2649439666.836929
11.286,2649380055.289056
11.288,2650478233.2667356
11.290000000000001,2649431540.924304
11.292,2649377473.4054813
11.294,2649052838.5267143
11.296,2649030888.9207015
11.298,2649354264.6804996
11.3,2650980131.078309
11.302,2649456867.6892734
11.304,2649383487.857031
11.306000000000001,2649056491.732422
11.308,2649355235.6815224
11.31,2650981274.642207
11.312,2650601278.2365026
11.314,2649124110.5110793
11.316,2650956467.218264
11.318,2649140874.7206316
11.32,2649041777.8008494
11.322000000000001,2649359096.3694
11.324,2650983793.9712496
11.326,2651137612.8747153
11.328,2649463419.584884
11.33,2650490890.1560135
11.332,2649438805.597269
11.334,2649381068.226256
11.336,2650984798.9195366
11.338000000000001,2650599718.4334183
11.34,2649441037.9988065
11.342,2650988931.530455
11.344,2650597374.366615
11.346,2651100504.29018
11.348,2651139411.247117
11.35,2649456432.840178
11.352,2650987232.4056144
11.354000000000001,2650595752.9768524
11.356,2650571706.9652343
11.358,2650570824.977635
11.36,2649115245.855649
11.362,2649030401.390099
11.364,2650442698.971818
11.366,2649431198.890411
11.368,2649054764.2311745
11.370000000000001,2650443389.601223
11.372,2651086311.7552657
11.374,2650600974.4073486
11.376,2650573132.2647543
11.378,2649435521.3868394
11.38,2649374749.2921305
11.382,2649048546.259987
11.384,2649026706.641297
11.386000000000001,2650441598.277511
11.388,2649430840.3103604
11.39,2649375646.022551
11.392,2649373546.8146214
11.394,2650978046.9732876
11.396,2649451822.2364063
11.398,2650484216.3631554
11.4,2650567516.779196
11.402000000000001,2651095746.790632
11.404,2649454462.760221
11.406,2649052792.7850723
11.408,2650442023.8433447
11.41,2649428198.779706
11.412,2649052921.9376483
11.414,2650443846.295015
11.416,2649111275.069401
11.418000000000001,2649356544.6513147
11.42,2649374042.9807634
11.422,2650979539.641347
11.424,2651132833.9511805
11.426,2649456846.3289595
11.428,2650483999.0961213
11.43,2649432060.789498
11.432,2649374582.686165
11.434000000000001,2650473469.9670653
11.436,2649109419.0180306
11.438,2649029893.4838943
11.44,2649349463.052738
11.442,2650976243.020734
11.444,2649133855.176038
11.446,2650952794.15495
11.448,2649135280.473793
11.450000000000001,2650955341.820549
11.452,2650596998.920252
11.454,2649119949.3943014
11.456,2650952330.7059636
11.458,2649454759.2592945
11.46,2649379068.966013
11.462,2649051979.380952
11.464,2650940859.1366467
11.466000000000001,2650592268.23599
11.468,2650570731.536027
11.47,2649433612.3245587
11.472,2649053213.3861284
11.474,2650441123.8850455
11.476,2649108534.2806816
11.478,2650946648.8070893
11.48,2650593747.252208
11.482000000000001,2649436803.4776797
11.484,2650982358.8610125
11.486,2651129033.984772
11.488,2649134534.1764264
11.49,2650949172.8316407
11.492,2649129440.5711346
11.494,2649355427.009882
11.496,2649047660.020046
11.498000000000001,2650938652.994275
11.5,2650592422.4693623
11.502,2649436048.1600633
11.504,2649054673.1431756
11.506,2649027709.0166388
11.508000000000001,2650939770.0352454
11.51,2651128816.712441
11.512,2649455952.6849074
11.514000000000001,2649056649.9852424
11.516,2650940446.302116
11.518,2651124472.937998
11.52,2651137232.55946
11.522,2649131743.85373
11.524000000000001,2649026993.627793
11.526,2649020475.302434
11.528,2649342299.1165285
11.53,2649364576.437194
11.532,2650970364.0234923
11.534,2649444426.2940965
11.536,2649047243.8860803
11.538,2650435926.893101
11.540000000000001,2651077553.7887874
11.542,2649128043.712536
11.544,2649025054.2094793
11.546,2649018809.377775
11.548,2649343297.156818
11.55,2650971084.313501
11.552,2650591361.398065
11.554,2649432940.0432234
11.556000000000001,2650480584.073492
11.558,2649111561.449721
11.56,2650946243.2920017
11.562,2650590445.279121
11.564,2649113876.5273404
11.566,2649352639.575981
11.568,2649366444.916654
11.57,2650473251.5547996
11.572000000000001,2649109496.979346
11.574,2650447266.4847026
11.576,2650562161.6450834
11.578,2649114940.5888586
11.58,2650449823.0411673
11.582,2650561710.3137736
11.584,2650570038.0129924
11.586,2649115632.870103
11.588000000000001,2649355120.523762
11.59,2650472240.519203
11.592,2649109757.240955
11.594,2649029123.576285
11.596,2649025987.2049837
11.598,2649348495.0297456
11.6,2649050366.0054145
11.602,2650447377.807587
11.604000000000001,2650568248.3398657
11.606,2649439006.3331466
11.608,2650487752.136292
11.61,2651096457.476346
11.612,2649142206.233362
11.614,2649039251.703115
11.616,2649357132.8743324
11.618,2649376819.3411083
11.620000000000001,2649055665.0669622
11.622,2649032487.167887
11.624,2649030678.221047
11.626,2649353585.749006
11.628,2649052618.7977295
11.63,2650943369.0618057
11.632,2649135673.813883
11.634,2649037499.303934
11.636000000000001,2650447056.685189
11.638,2649435644.9671435
11.64,2649059336.4680314
11.642,2650447969.460093
11.644,2649115921.364674
11.646,2650949460.4785647
11.648,2650595870.808005
11.65,2650573967.917921
11.652000000000001,2650571438.7789903
11.654,2651097669.7388206
11.656,2651140273.366207
11.658,2650600738.1297736
11.66,2649434977.779665
11.662,2649374418.950791
11.664,2649372164.7763505
11.666,2649050930.3887916
11.668000000000001,2650938475.7336335
11.67,2649130165.8247714
11.672,2649034980.040253
11.674,2649352744.8953247
11.676,2649372207.8095226
11.678,2649374473.97352
11.68,2650979286.9928684
11.682,2649133473.362843
